ReservationDetailID,ReservationID,RoomTypeID,Record_Rate,OrderQty
100008163,100008163,5,110,3
100008164,100008164,4,325,2
100008165,100008165,2,299,2
100008166,100008166,3,354,3
100008167,100008167,1,198,2
100008168,100008168,1,331,3
100008169,100008169,1,454,4
100008170,100008170,3,523,1
100008171,100008171,3,301,3
100008172,100008172,5,393,4
100008173,100008173,4,281,3
100008174,100008174,3,442,4
100008175,100008175,2,402,1
100008176,100008176,2,203,3
100008177,100008177,4,324,3
100008178,100008178,2,386,1
100008179,100008179,1,265,4
100008180,100008180,2,138,4
100008181,100008181,3,131,2
100008182,100008182,3,194,4
100008183,100008183,5,251,1
100008184,100008184,1,437,4
100008185,100008185,4,132,3
100008186,100008186,4,173,3
100008187,100008187,5,523,3
100008188,100008188,5,149,2
100008189,100008189,5,429,2
100008190,100008190,1,478,2
100008191,100008191,4,247,4
100008192,100008192,2,252,2
100008193,100008193,5,273,4
100008194,100008194,2,179,1
100008195,100008195,1,220,4
100008196,100008196,3,376,2
100008197,100008197,1,453,1
100008198,100008198,4,546,2
100008199,100008199,3,326,4
100008200,100008200,1,418,1
100008201,100008201,2,197,4
100008202,100008202,5,166,1
100008203,100008203,1,376,1
100008204,100008204,4,198,2
100008205,100008205,1,493,2
100008206,100008206,4,274,2
100008207,100008207,1,166,4
100008208,100008208,2,184,4
100008209,100008209,4,510,2
100008210,100008210,4,330,2
100008211,100008211,4,102,4
100008212,100008212,4,343,3
100008213,100008213,3,348,1
100008214,100008214,5,305,4
100008215,100008215,5,543,2
100008216,100008216,4,204,3
100008217,100008217,5,373,4
100008218,100008218,5,383,1
100008219,100008219,5,280,1
100008220,100008220,2,301,4
100008221,100008221,3,372,4
100008222,100008222,5,176,3
100008223,100008223,1,354,3
100008224,100008224,1,246,3
100008225,100008225,2,365,2
100008226,100008226,4,468,3
100008227,100008227,5,104,3
100008228,100008228,3,295,1
100008229,100008229,4,539,2
100008230,100008230,1,179,2
100008231,100008231,4,282,4
100008232,100008232,4,152,2
100008233,100008233,5,137,1
100008234,100008234,5,144,2
100008235,100008235,3,285,4
100008236,100008236,2,409,2
100008237,100008237,4,145,2
100008238,100008238,5,492,2
100008239,100008239,3,114,3
100008240,100008240,2,537,4
100008241,100008241,1,341,4
100008242,100008242,1,303,1
100008243,100008243,1,248,1
100008244,100008244,3,304,4
100008245,100008245,4,157,3
100008246,100008246,2,211,1
100008247,100008247,3,156,1
100008248,100008248,1,115,3
100008249,100008249,5,508,2
100008250,100008250,5,129,1
100008251,100008251,4,107,3
100008252,100008252,1,359,1
100008253,100008253,3,464,2
100008254,100008254,3,348,1
100008255,100008255,4,535,2
100008256,100008256,3,313,4
100008257,100008257,4,212,2
100008258,100008258,4,144,1
100008259,100008259,3,157,4
100008260,100008260,4,152,2
100008261,100008261,3,489,3
100008262,100008262,4,547,2
100008263,100008263,3,432,4
100008264,100008264,3,515,3
100008265,100008265,2,351,4
100008266,100008266,1,370,1
100008267,100008267,1,378,1
100008268,100008268,2,246,2
100008269,100008269,3,284,1
100008270,100008270,3,199,1
100008271,100008271,1,317,1
100008272,100008272,3,216,4
100008273,100008273,3,218,1
100008274,100008274,2,116,2
100008275,100008275,4,104,1
100008276,100008276,3,114,4
100008277,100008277,4,496,3
100008278,100008278,1,471,2
100008279,100008279,4,289,2
100008280,100008280,3,163,2
100008281,100008281,1,544,2
100008282,100008282,5,523,3
100008283,100008283,2,272,1
100008284,100008284,1,508,4
100008285,100008285,4,385,3
100008286,100008286,4,168,4
100008287,100008287,2,212,4
100008288,100008288,1,549,3
100008289,100008289,3,110,1
100008290,100008290,1,422,1
100008291,100008291,5,263,4
100008292,100008292,5,201,2
100008293,100008293,2,544,2
100008294,100008294,5,431,4
100008295,100008295,3,171,4
100008296,100008296,2,320,4
100008297,100008297,3,159,1
100008298,100008298,1,223,1
100008299,100008299,1,377,3
100008300,100008300,1,124,4
100008301,100008301,1,154,4
100008302,100008302,5,360,1
100008303,100008303,5,134,2
100008304,100008304,1,407,4
100008305,100008305,4,442,2
100008306,100008306,3,280,2
100008307,100008307,2,286,3
100008308,100008308,5,245,4
100008309,100008309,5,549,1
100008310,100008310,5,240,3
100008311,100008311,4,313,3
100008312,100008312,4,185,1
100008313,100008313,1,441,1
100008314,100008314,5,136,1
100008315,100008315,5,255,3
100008316,100008316,2,222,1
100008317,100008317,1,443,1
100008318,100008318,1,140,1
100008319,100008319,1,151,3
100008320,100008320,5,365,4
100008321,100008321,2,145,4
100008322,100008322,5,184,3
100008323,100008323,1,413,1
100008324,100008324,2,255,2
100008325,100008325,3,125,1
100008326,100008326,2,531,4
100008327,100008327,5,392,4
100008328,100008328,2,348,2
100008329,100008329,3,312,4
100008330,100008330,4,481,3
100008331,100008331,3,259,3
100008332,100008332,4,287,4
100008333,100008333,4,325,3
100008334,100008334,2,548,2
100008335,100008335,1,383,3
100008336,100008336,4,378,2
100008337,100008337,1,415,1
100008338,100008338,2,427,4
100008339,100008339,5,296,1
100008340,100008340,1,265,3
100008341,100008341,2,193,3
100008342,100008342,3,292,1
100008343,100008343,5,184,3
100008344,100008344,5,471,3
100008345,100008345,2,143,2
100008346,100008346,5,547,1
100008347,100008347,5,193,1
100008348,100008348,3,255,3
100008349,100008349,1,120,4
100008350,100008350,3,330,1
100008351,100008351,3,167,1
100008352,100008352,5,389,3
100008353,100008353,3,147,1
100008354,100008354,3,542,1
100008355,100008355,1,479,2
100008356,100008356,5,203,4
100008357,100008357,2,216,4
100008358,100008358,2,122,2
100008359,100008359,2,145,1
100008360,100008360,2,427,3
100008361,100008361,5,205,2
100008362,100008362,4,132,2
100008363,100008363,4,432,3
100008364,100008364,3,183,4
100008365,100008365,4,124,3
100008366,100008366,5,513,3
100008367,100008367,2,148,2
100008368,100008368,5,447,4
100008369,100008369,3,298,4
100008370,100008370,1,172,4
100008371,100008371,2,118,2
100008372,100008372,1,240,2
100008373,100008373,2,258,4
100008374,100008374,5,355,1
100008375,100008375,3,429,2
100008376,100008376,4,261,2
100008377,100008377,2,202,4
100008378,100008378,2,119,3
100008379,100008379,2,442,4
100008380,100008380,1,407,2
100008381,100008381,1,304,2
100008382,100008382,1,379,2
100008383,100008383,3,288,2
100008384,100008384,3,411,3
100008385,100008385,1,347,2
100008386,100008386,3,516,1
100008387,100008387,4,250,1
100008388,100008388,5,122,3
100008389,100008389,2,442,2
100008390,100008390,4,372,2
100008391,100008391,4,113,3
100008392,100008392,4,300,1
100008393,100008393,1,122,2
100008394,100008394,3,367,1
100008395,100008395,1,246,1
100008396,100008396,4,159,1
100008397,100008397,3,270,2
100008398,100008398,4,220,1
100008399,100008399,4,477,3
100008400,100008400,1,335,2
100008401,100008401,2,363,2
100008402,100008402,1,245,4
100008403,100008403,5,370,3
100008404,100008404,5,223,2
100008405,100008405,2,544,3
100008406,100008406,1,102,4
100008407,100008407,1,103,1
100008408,100008408,3,495,4
100008409,100008409,5,138,1
100008410,100008410,4,104,4
100008411,100008411,5,493,2
100008412,100008412,3,371,4
100008413,100008413,4,185,3
100008414,100008414,5,361,1
100008415,100008415,1,157,1
100008416,100008416,5,203,3
100008417,100008417,1,397,4
100008418,100008418,4,398,4
100008419,100008419,3,224,1
100008420,100008420,1,287,2
100008421,100008421,2,432,1
100008422,100008422,1,265,3
100008423,100008423,4,408,1
100008424,100008424,2,177,3
100008425,100008425,4,267,4
100008426,100008426,2,233,2
100008427,100008427,1,520,3
100008428,100008428,1,145,1
100008429,100008429,2,346,1
100008430,100008430,2,304,3
100008431,100008431,5,464,1
100008432,100008432,1,165,3
100008433,100008433,3,315,1
100008434,100008434,2,256,1
100008435,100008435,3,144,1
100008436,100008436,2,384,4
100008437,100008437,5,390,2
100008438,100008438,5,355,1
100008439,100008439,4,295,4
100008440,100008440,5,127,1
100008441,100008441,3,123,2
100008442,100008442,5,283,4
100008443,100008443,1,372,2
100008444,100008444,1,508,4
100008445,100008445,3,542,3
100008446,100008446,1,216,2
100008447,100008447,2,209,3
100008448,100008448,5,252,1
100008449,100008449,5,267,1
100008450,100008450,4,302,4
100008451,100008451,5,522,3
100008452,100008452,1,181,4
100008453,100008453,3,184,4
100008454,100008454,4,537,2
100008455,100008455,3,266,2
100008456,100008456,2,344,3
100008457,100008457,1,280,1
100008458,100008458,2,230,2
100008459,100008459,5,268,3
100008460,100008460,2,312,2
100008461,100008461,2,322,4
100008462,100008462,4,285,3
100008463,100008463,2,447,1
100008464,100008464,1,110,4
100008465,100008465,5,360,2
100008466,100008466,5,494,3
100008467,100008467,5,255,4
100008468,100008468,5,380,4
100008469,100008469,1,391,4
100008470,100008470,5,441,2
100008471,100008471,1,364,1
100008472,100008472,5,299,3
100008473,100008473,3,158,4
100008474,100008474,1,240,2
100008475,100008475,3,343,3
100008476,100008476,3,248,2
100008477,100008477,1,401,1
100008478,100008478,5,244,1
100008479,100008479,3,548,4
100008480,100008480,4,204,1
100008481,100008481,1,482,2
100008482,100008482,3,201,4
100008483,100008483,4,163,2
100008484,100008484,3,191,4
100008485,100008485,1,155,3
100008486,100008486,2,329,1
100008487,100008487,4,253,4
100008488,100008488,4,475,4
100008489,100008489,1,182,4
100008490,100008490,4,313,3
100008491,100008491,3,130,4
100008492,100008492,1,116,4
100008493,100008493,1,419,3
100008494,100008494,5,510,4
100008495,100008495,2,489,2
100008496,100008496,4,240,3
100008497,100008497,3,412,2
100008498,100008498,5,324,2
100008499,100008499,2,472,4
100008500,100008500,3,495,2
100008501,100008501,4,162,4
100008502,100008502,5,304,2
100008503,100008503,1,444,2
100008504,100008504,3,431,3
100008505,100008505,2,527,4
100008506,100008506,4,236,4
100008507,100008507,4,367,4
100008508,100008508,3,364,3
100008509,100008509,4,509,4
100008510,100008510,1,363,4
100008511,100008511,5,250,2
100008512,100008512,1,442,3
100008513,100008513,3,371,4
100008514,100008514,1,516,1
100008515,100008515,3,144,1
100008516,100008516,1,243,2
100008517,100008517,1,252,1
100008518,100008518,3,369,1
100008519,100008519,3,314,4
100008520,100008520,3,145,1
100008521,100008521,5,434,4
100008522,100008522,5,376,4
100008523,100008523,3,443,3
100008524,100008524,3,117,2
100008525,100008525,1,463,1
100008526,100008526,5,349,1
100008527,100008527,2,171,4
100008528,100008528,5,361,4
100008529,100008529,2,383,1
100008530,100008530,4,169,3
100008531,100008531,1,474,2
100008532,100008532,4,250,1
100008533,100008533,2,319,2
100008534,100008534,2,183,1
100008535,100008535,4,292,4
100008536,100008536,4,403,1
100008537,100008537,1,483,3
100008538,100008538,3,128,1
100008539,100008539,4,282,2
100008540,100008540,2,487,1
100008541,100008541,4,377,2
100008542,100008542,4,346,4
100008543,100008543,3,521,2
100008544,100008544,1,472,3
100008545,100008545,3,238,4
100008546,100008546,5,428,2
100008547,100008547,5,521,2
100008548,100008548,5,514,2
100008549,100008549,2,114,1
100008550,100008550,3,223,4
100008551,100008551,5,236,2
100008552,100008552,1,341,2
100008553,100008553,4,408,2
100008554,100008554,1,449,4
100008555,100008555,2,499,4
100008556,100008556,3,254,1
100008557,100008557,2,180,2
100008558,100008558,1,250,1
100008559,100008559,4,451,2
100008560,100008560,5,129,4
100008561,100008561,1,440,3
100008562,100008562,4,199,3
100008563,100008563,2,124,3
100008564,100008564,4,488,4
100008565,100008565,2,488,4
100008566,100008566,4,432,4
100008567,100008567,3,402,4
100008568,100008568,4,291,2
100008569,100008569,3,289,1
100008570,100008570,5,222,4
100008571,100008571,5,215,3
100008572,100008572,1,123,2
100008573,100008573,1,242,3
100008574,100008574,5,252,3
100008575,100008575,4,334,1
100008576,100008576,1,164,4
100008577,100008577,1,429,3
100008578,100008578,3,510,4
100008579,100008579,3,487,3
100008580,100008580,1,396,4
100008581,100008581,4,401,1
100008582,100008582,5,339,1
100008583,100008583,3,525,3
100008584,100008584,2,269,2
100008585,100008585,1,430,2
100008586,100008586,5,436,1
100008587,100008587,1,413,3
100008588,100008588,1,341,2
100008589,100008589,3,102,3
100008590,100008590,5,200,2
100008591,100008591,1,473,3
100008592,100008592,2,470,4
100008593,100008593,3,418,3
100008594,100008594,5,133,3
100008595,100008595,5,466,4
100008596,100008596,5,232,4
100008597,100008597,2,248,2
100008598,100008598,4,497,3
100008599,100008599,3,443,3
100008600,100008600,5,482,4
100008601,100008601,2,241,2
100008602,100008602,5,379,4
100008603,100008603,1,148,4
100008604,100008604,1,508,2
100008605,100008605,2,435,3
100008606,100008606,3,448,1
100008607,100008607,4,508,4
100008608,100008608,4,216,4
100008609,100008609,3,379,1
100008610,100008610,5,403,4
100008611,100008611,3,216,1
100008612,100008612,3,534,3
100008613,100008613,5,143,4
100008614,100008614,1,226,3
100008615,100008615,5,126,4
100008616,100008616,2,224,1
100008617,100008617,4,504,1
100008618,100008618,4,276,4
100008619,100008619,2,546,2
100008620,100008620,2,305,1
100008621,100008621,1,173,4
100008622,100008622,1,120,3
100008623,100008623,1,435,4
100008624,100008624,2,295,2
100008625,100008625,4,361,3
100008626,100008626,4,426,2
100008627,100008627,3,278,2
100008628,100008628,1,263,2
100008629,100008629,1,250,4
100008630,100008630,5,501,1
100008631,100008631,4,303,1
100008632,100008632,5,260,4
100008633,100008633,3,177,2
100008634,100008634,2,134,1
100008635,100008635,1,107,3
100008636,100008636,1,550,1
100008637,100008637,4,516,3
100008638,100008638,2,377,4
100008639,100008639,5,463,2
100008640,100008640,4,500,2
100008641,100008641,5,177,3
100008642,100008642,1,289,2
100008643,100008643,3,431,1
100008644,100008644,3,538,1
100008645,100008645,2,277,2
100008646,100008646,3,299,4
100008647,100008647,2,428,3
100008648,100008648,4,432,1
100008649,100008649,1,113,1
100008650,100008650,1,498,1
100008651,100008651,1,112,2
100008652,100008652,1,309,4
100008653,100008653,2,376,1
100008654,100008654,1,256,1
100008655,100008655,3,243,2
100008656,100008656,3,333,3
100008657,100008657,3,270,3
100008658,100008658,5,393,4
100008659,100008659,4,506,1
100008660,100008660,1,325,1
100008661,100008661,2,261,3
100008662,100008662,5,436,2
100008663,100008663,2,236,2
100008664,100008664,2,519,4
100008665,100008665,1,113,1
100008666,100008666,4,315,1
100008667,100008667,4,490,2
100008668,100008668,3,331,1
100008669,100008669,1,110,1
100008670,100008670,3,314,2
100008671,100008671,2,105,2
100008672,100008672,5,443,2
100008673,100008673,5,343,1
100008674,100008674,1,429,3
100008675,100008675,4,206,4
100008676,100008676,3,425,3
100008677,100008677,2,354,4
100008678,100008678,4,152,2
100008679,100008679,5,176,3
100008680,100008680,4,503,3
100008681,100008681,5,357,1
100008682,100008682,5,149,1
100008683,100008683,3,410,3
100008684,100008684,3,460,3
100008685,100008685,1,227,2
100008686,100008686,1,462,4
100008687,100008687,5,231,3
100008688,100008688,4,498,1
100008689,100008689,4,227,1
100008690,100008690,5,390,2
100008691,100008691,5,485,2
100008692,100008692,4,173,2
100008693,100008693,4,295,4
100008694,100008694,4,102,2
100008695,100008695,1,432,1
100008696,100008696,1,141,2
100008697,100008697,4,470,4
100008698,100008698,2,442,3
100008699,100008699,5,284,3
100008700,100008700,1,264,4
100008701,100008701,2,218,4
100008702,100008702,2,441,4
100008703,100008703,3,547,4
100008704,100008704,3,417,2
100008705,100008705,5,239,4
100008706,100008706,5,299,4
100008707,100008707,2,434,4
100008708,100008708,3,156,2
100008709,100008709,4,492,3
100008710,100008710,3,429,4
100008711,100008711,3,292,3
100008712,100008712,4,540,2
100008713,100008713,2,160,1
100008714,100008714,5,439,1
100008715,100008715,5,292,2
100008716,100008716,1,346,1
100008717,100008717,5,434,2
100008718,100008718,3,335,3
100008719,100008719,4,234,1
100008720,100008720,5,531,1
100008721,100008721,2,210,2
100008722,100008722,2,525,2
100008723,100008723,2,224,3
100008724,100008724,4,191,1
100008725,100008725,1,454,1
100008726,100008726,2,348,3
100008727,100008727,3,210,2
100008728,100008728,3,308,3
100008729,100008729,5,113,2
100008730,100008730,1,239,3
100008731,100008731,5,435,2
100008732,100008732,4,318,4
100008733,100008733,1,412,2
100008734,100008734,3,236,2
100008735,100008735,5,471,1
100008736,100008736,3,462,1
100008737,100008737,5,472,1
100008738,100008738,3,305,3
100008739,100008739,1,417,4
100008740,100008740,5,240,1
100008741,100008741,2,293,4
100008742,100008742,5,160,4
100008743,100008743,3,113,2
100008744,100008744,2,143,3
100008745,100008745,5,270,4
100008746,100008746,3,449,2
100008747,100008747,2,473,3
100008748,100008748,3,482,3
100008749,100008749,3,379,2
100008750,100008750,3,268,4
100008751,100008751,3,339,2
100008752,100008752,4,510,1
100008753,100008753,1,386,4
100008754,100008754,1,369,3
100008755,100008755,5,343,3
100008756,100008756,3,454,2
100008757,100008757,2,392,4
100008758,100008758,4,539,4
100008759,100008759,5,462,3
100008760,100008760,1,264,1
100008761,100008761,4,238,2
100008762,100008762,2,532,1
100008763,100008763,2,356,1
100008764,100008764,1,365,2
100008765,100008765,2,439,2
100008766,100008766,3,445,2
100008767,100008767,1,381,2
100008768,100008768,3,373,4
100008769,100008769,3,503,2
100008770,100008770,2,158,2
100008771,100008771,3,129,3
100008772,100008772,1,248,1
100008773,100008773,3,286,4
100008774,100008774,5,274,2
100008775,100008775,1,142,3
100008776,100008776,5,137,1
100008777,100008777,5,295,2
100008778,100008778,3,439,1
100008779,100008779,1,387,1
100008780,100008780,5,263,4
100008781,100008781,5,427,4
100008782,100008782,2,530,3
100008783,100008783,5,277,3
100008784,100008784,1,484,1
100008785,100008785,3,130,4
100008786,100008786,3,336,3
100008787,100008787,4,489,4
100008788,100008788,3,528,1
100008789,100008789,5,435,1
100008790,100008790,4,362,1
100008791,100008791,4,281,2
100008792,100008792,1,309,2
100008793,100008793,1,250,3
100008794,100008794,1,267,4
100008795,100008795,3,232,1
100008796,100008796,4,270,2
100008797,100008797,3,448,3
100008798,100008798,3,536,4
100008799,100008799,1,396,4
100008800,100008800,2,395,4
100008801,100008801,5,107,4
100008802,100008802,2,540,3
100008803,100008803,2,460,4
100008804,100008804,4,312,4
100008805,100008805,1,118,3
100008806,100008806,4,150,2
100008807,100008807,4,519,4
100008808,100008808,3,181,2
100008809,100008809,1,394,3
100008810,100008810,5,459,3
100008811,100008811,3,333,2
100008812,100008812,2,335,4
100008813,100008813,3,542,4
100008814,100008814,1,388,1
100008815,100008815,2,244,3
100008816,100008816,5,447,3
100008817,100008817,2,532,3
100008818,100008818,5,185,4
100008819,100008819,1,214,3
100008820,100008820,5,306,2
100008821,100008821,2,444,4
100008822,100008822,5,226,3
100008823,100008823,1,126,2
100008824,100008824,3,156,1
100008825,100008825,3,339,4
100008826,100008826,4,265,1
100008827,100008827,4,397,4
100008828,100008828,4,547,4
100008829,100008829,3,226,2
100008830,100008830,2,299,2
100008831,100008831,2,120,3
100008832,100008832,4,201,3
100008833,100008833,1,180,2
100008834,100008834,3,372,3
100008835,100008835,3,277,3
100008836,100008836,2,288,4
100008837,100008837,5,353,3
100008838,100008838,4,325,1
100008839,100008839,2,389,4
100008840,100008840,3,219,2
100008841,100008841,1,172,1
100008842,100008842,3,197,3
100008843,100008843,2,436,2
100008844,100008844,1,340,4
100008845,100008845,1,267,3
100008846,100008846,4,532,2
100008847,100008847,3,138,2
100008848,100008848,2,244,1
100008849,100008849,4,499,1
100008850,100008850,2,393,2
100008851,100008851,4,473,1
100008852,100008852,3,454,1
100008853,100008853,3,115,4
100008854,100008854,3,402,2
100008855,100008855,2,236,1
100008856,100008856,1,300,1
100008857,100008857,3,539,4
100008858,100008858,2,171,3
100008859,100008859,3,173,1
100008860,100008860,5,453,2
100008861,100008861,3,199,1
100008862,100008862,1,258,2
100008863,100008863,5,146,4
100008864,100008864,4,547,2
100008865,100008865,1,215,1
100008866,100008866,3,366,4
100008867,100008867,3,538,4
100008868,100008868,1,214,4
100008869,100008869,1,450,3
100008870,100008870,1,162,2
100008871,100008871,3,347,4
100008872,100008872,2,457,1
100008873,100008873,4,102,4
100008874,100008874,4,242,3
100008875,100008875,2,525,4
100008876,100008876,5,122,2
100008877,100008877,3,437,1
100008878,100008878,2,270,4
100008879,100008879,5,246,4
100008880,100008880,4,228,4
100008881,100008881,1,451,2
100008882,100008882,2,268,4
100008883,100008883,3,356,4
100008884,100008884,4,251,4
100008885,100008885,4,393,3
100008886,100008886,3,194,1
100008887,100008887,5,392,1
100008888,100008888,1,321,2
100008889,100008889,3,270,1
100008890,100008890,5,160,4
100008891,100008891,4,237,2
100008892,100008892,5,177,2
100008893,100008893,3,402,1
100008894,100008894,4,527,4
100008895,100008895,5,140,2
100008896,100008896,1,339,2
100008897,100008897,4,321,4
100008898,100008898,2,362,2
100008899,100008899,4,412,1
100008900,100008900,2,537,3
100008901,100008901,4,488,1
100008902,100008902,5,330,4
100008903,100008903,3,530,1
100008904,100008904,2,416,4
100008905,100008905,5,148,4
100008906,100008906,4,544,4
100008907,100008907,4,123,1
100008908,100008908,3,458,4
100008909,100008909,4,438,3
100008910,100008910,3,375,1
100008911,100008911,5,166,2
100008912,100008912,1,218,2
100008913,100008913,2,205,1
100008914,100008914,5,293,2
100008915,100008915,4,362,1
100008916,100008916,4,387,3
100008917,100008917,4,471,4
100008918,100008918,2,436,2
100008919,100008919,1,235,1
100008920,100008920,4,515,4
100008921,100008921,2,135,4
100008922,100008922,3,382,4
100008923,100008923,2,530,3
100008924,100008924,3,252,4
100008925,100008925,2,492,4
100008926,100008926,5,344,2
100008927,100008927,5,509,3
100008928,100008928,5,481,2
100008929,100008929,2,112,3
100008930,100008930,3,467,2
100008931,100008931,2,382,4
100008932,100008932,5,497,3
100008933,100008933,2,428,2
100008934,100008934,3,360,3
100008935,100008935,4,371,3
100008936,100008936,1,372,1
100008937,100008937,3,433,2
100008938,100008938,4,391,3
100008939,100008939,3,287,4
100008940,100008940,4,458,4
100008941,100008941,4,226,4
100008942,100008942,2,143,3
100008943,100008943,3,235,1
100008944,100008944,4,117,2
100008945,100008945,1,528,3
100008946,100008946,4,444,3
100008947,100008947,4,311,3
100008948,100008948,1,145,3
100008949,100008949,5,222,1
100008950,100008950,5,408,2
100008951,100008951,5,224,4
100008952,100008952,1,539,2
100008953,100008953,5,243,3
100008954,100008954,5,276,3
100008955,100008955,5,245,3
100008956,100008956,5,321,2
100008957,100008957,5,217,4
100008958,100008958,5,277,3
100008959,100008959,2,464,4
100008960,100008960,3,532,4
100008961,100008961,2,246,2
100008962,100008962,1,367,4
100008963,100008963,3,105,4
100008964,100008964,1,470,4
100008965,100008965,2,337,1
100008966,100008966,5,168,1
100008967,100008967,2,546,2
100008968,100008968,4,459,2
100008969,100008969,2,244,4
100008970,100008970,5,359,4
100008971,100008971,4,456,4
100008972,100008972,2,492,2
100008973,100008973,5,339,3
100008974,100008974,4,218,4
100008975,100008975,2,324,3
100008976,100008976,3,257,2
100008977,100008977,4,158,2
100008978,100008978,1,147,3
100008979,100008979,3,295,4
100008980,100008980,2,476,1
100008981,100008981,2,240,4
100008982,100008982,4,339,4
100008983,100008983,5,122,3
100008984,100008984,4,379,1
100008985,100008985,3,411,2
100008986,100008986,5,548,3
100008987,100008987,5,528,4
100008988,100008988,3,196,1
100008989,100008989,5,492,1
100008990,100008990,1,519,3
100008991,100008991,3,241,2
100008992,100008992,5,549,3
100008993,100008993,3,452,4
100008994,100008994,2,232,2
100008995,100008995,4,303,3
100008996,100008996,4,545,2
100008997,100008997,1,162,4
100008998,100008998,1,537,3
100008999,100008999,1,214,1
100009000,100009000,1,112,2
100009001,100009001,4,187,2
100009002,100009002,4,143,2
100009003,100009003,5,142,4
100009004,100009004,4,187,1
100009005,100009005,3,333,4
100009006,100009006,5,516,4
100009007,100009007,5,328,4
100009008,100009008,3,229,4
100009009,100009009,4,230,3
100009010,100009010,5,206,1
100009011,100009011,1,118,3
100009012,100009012,3,309,2
100009013,100009013,1,301,3
100009014,100009014,5,204,1
100009015,100009015,1,508,2
100009016,100009016,1,110,3
100009017,100009017,1,173,4
100009018,100009018,1,267,1
100009019,100009019,4,377,2
100009020,100009020,4,135,2
100009021,100009021,3,527,1
100009022,100009022,2,547,2
100009023,100009023,5,258,3
100009024,100009024,2,140,2
100009025,100009025,3,452,4
100009026,100009026,2,144,1
100009027,100009027,1,368,4
100009028,100009028,4,142,4
100009029,100009029,1,144,2
100009030,100009030,4,437,2
100009031,100009031,1,303,2
100009032,100009032,3,154,3
100009033,100009033,4,479,2
100009034,100009034,5,188,2
100009035,100009035,5,164,2
100009036,100009036,1,247,2
100009037,100009037,3,296,4
100009038,100009038,2,166,1
100009039,100009039,1,538,1
100009040,100009040,3,263,1
100009041,100009041,4,239,2
100009042,100009042,4,231,4
100009043,100009043,5,545,1
100009044,100009044,4,445,1
100009045,100009045,1,227,3
100009046,100009046,2,370,4
100009047,100009047,4,274,1
100009048,100009048,4,136,1
100009049,100009049,5,277,4
100009050,100009050,4,237,3
100009051,100009051,4,360,2
100009052,100009052,4,408,1
100009053,100009053,4,403,2
100009054,100009054,4,452,1
100009055,100009055,5,290,2
100009056,100009056,5,159,4
100009057,100009057,5,351,2
100009058,100009058,2,470,4
100009059,100009059,5,428,1
100009060,100009060,4,422,4
100009061,100009061,3,196,1
100009062,100009062,5,255,4
100009063,100009063,4,354,3
100009064,100009064,3,200,2
100009065,100009065,3,542,2
100009066,100009066,2,323,4
100009067,100009067,5,319,2
100009068,100009068,2,178,3
100009069,100009069,2,104,3
100009070,100009070,3,141,2
100009071,100009071,1,330,2
100009072,100009072,3,258,4
100009073,100009073,4,297,1
100009074,100009074,1,346,3
100009075,100009075,3,340,4
100009076,100009076,4,340,4
100009077,100009077,3,545,2
100009078,100009078,1,307,3
100009079,100009079,5,237,2
100009080,100009080,3,162,3
100009081,100009081,3,285,1
100009082,100009082,4,276,4
100009083,100009083,5,440,3
100009084,100009084,4,122,1
100009085,100009085,5,363,2
100009086,100009086,5,438,2
100009087,100009087,3,495,3
100009088,100009088,1,513,1
100009089,100009089,3,492,3
100009090,100009090,4,428,1
100009091,100009091,3,475,3
100009092,100009092,5,362,4
100009093,100009093,1,165,4
100009094,100009094,5,329,2
100009095,100009095,1,111,4
100009096,100009096,1,549,2
100009097,100009097,3,381,2
100009098,100009098,4,119,1
100009099,100009099,2,310,4
100009100,100009100,1,375,1
100009101,100009101,2,484,1
100009102,100009102,2,347,2
100009103,100009103,2,522,3
100009104,100009104,5,165,4
100009105,100009105,2,373,4
100009106,100009106,5,159,4
100009107,100009107,1,408,3
100009108,100009108,5,368,4
100009109,100009109,3,490,3
100009110,100009110,3,109,4
100009111,100009111,1,233,1
100009112,100009112,2,418,1
100009113,100009113,3,466,3
100009114,100009114,5,411,3
100009115,100009115,5,354,3
100009116,100009116,5,215,3
100009117,100009117,4,127,2
100009118,100009118,3,204,3
100009119,100009119,2,127,3
100009120,100009120,3,215,3
100009121,100009121,2,118,2
100009122,100009122,5,355,2
100009123,100009123,1,167,1
100009124,100009124,2,315,1
100009125,100009125,4,202,2
100009126,100009126,2,496,3
100009127,100009127,3,495,2
100009128,100009128,3,110,2
100009129,100009129,4,542,4
100009130,100009130,5,497,3
100009131,100009131,1,416,4
100009132,100009132,3,379,3
100009133,100009133,4,229,1
100009134,100009134,5,484,1
100009135,100009135,3,220,4
100009136,100009136,4,473,3
100009137,100009137,1,506,2
100009138,100009138,4,272,4
100009139,100009139,2,265,2
100009140,100009140,3,402,1
100009141,100009141,5,147,1
100009142,100009142,1,415,2
100009143,100009143,5,543,4
100009144,100009144,4,152,4
100009145,100009145,4,365,1
100009146,100009146,2,287,1
100009147,100009147,2,196,3
100009148,100009148,5,411,4
100009149,100009149,3,278,2
100009150,100009150,1,212,3
100009151,100009151,5,131,3
100009152,100009152,3,318,1
100009153,100009153,3,537,2
100009154,100009154,4,505,1
100009155,100009155,2,232,3
100009156,100009156,2,151,1
100009157,100009157,5,102,2
100009158,100009158,4,398,4
100009159,100009159,5,507,2
