ReservationID,PaymentTypeID,PaymentDate,PaymentAmount
100007328,3,12/7/2023,1036
100007329,4,6/14/2023,1728
100007330,2,1/11/2023,1016
100007331,4,12/13/2023,1736
100007332,5,12/9/2023,771
100007333,3,12/29/2023,548
100007334,1,2/24/2023,2196
100007335,1,12/26/2023,163
100007336,2,10/19/2023,179
100007337,5,3/29/2023,528
100007338,2,2/7/2023,1005
100007339,3,1/17/2023,590
100007340,2,1/8/2023,1776
100007341,2,4/18/2023,1032
100007342,1,6/17/2023,1604
100007343,3,1/5/2023,284
100007344,2,3/13/2023,885
100007345,4,2/21/2023,1888
100007346,4,4/26/2023,1716
100007347,2,8/13/2023,812
100007348,1,9/29/2023,864
100007349,3,7/9/2023,600
100007350,5,8/30/2023,688
100007351,2,10/13/2023,1932
100007352,3,10/20/2023,173
100007353,4,8/10/2023,382
100007354,2,6/24/2023,632
100007355,3,6/20/2023,942
100007356,4,7/17/2023,610
100007357,4,11/1/2023,353
100007358,3,11/23/2023,699
100007359,5,1/28/2023,1413
100007360,4,6/13/2023,816
100007361,4,10/25/2023,288
100007362,4,7/12/2023,676
100007363,3,8/10/2023,884
100007364,3,7/2/2023,984
100007365,2,4/7/2023,651
100007366,2,8/29/2023,2004
100007367,3,1/28/2023,317
100007368,2,10/3/2023,414
100007369,1,1/3/2023,912
100007370,5,8/7/2023,298
100007371,5,5/26/2023,1578
100007372,2,6/3/2023,633
100007373,3,2/23/2023,1425
100007374,4,9/30/2023,450
100007375,2,6/3/2023,734
100007376,4,9/3/2023,338
100007377,2,10/7/2023,582
100007378,1,9/24/2023,236
100007379,4,5/19/2023,768
100007380,5,4/23/2023,228
100007381,2,1/20/2023,180
100007382,3,8/21/2023,2096
100007383,4,7/7/2023,342
100007384,5,1/17/2023,404
100007385,2,3/7/2023,409
100007386,1,9/13/2023,639
100007387,1,12/31/2023,1256
100007388,2,7/18/2023,1419
100007389,2,5/30/2023,700
100007390,3,12/28/2023,1203
100007391,4,7/5/2023,800
100007392,5,11/19/2023,516
100007393,3,6/1/2023,984
100007394,4,7/19/2023,292
100007395,1,3/11/2023,846
100007396,5,6/24/2023,248
100007397,4,12/18/2023,858
100007398,2,2/7/2023,568
100007399,1,10/28/2023,651
100007400,1,11/8/2023,312
100007401,4,6/29/2023,1416
100007402,3,2/15/2023,840
100007403,4,7/9/2023,690
100007404,3,11/25/2023,1320
100007405,2,8/14/2023,156
100007406,3,1/2/2024,442
100007407,5,12/9/2023,710
100007408,3,11/24/2023,848
100007409,2,1/1/2024,1092
100007410,2,4/2/2023,140
100007411,2,9/24/2023,906
100007412,3,10/22/2023,882
100007413,1,10/24/2023,536
100007414,3,12/19/2023,512
100007415,5,3/19/2023,1684
100007416,2,2/26/2023,746
100007417,5,6/16/2023,759
100007418,3,8/22/2023,332
100007419,1,3/6/2023,163
100007420,2,10/9/2023,1494
100007421,3,4/28/2023,488
100007422,2,2/15/2023,1365
100007423,1,5/11/2023,756
100007424,1,8/30/2023,1432
100007425,1,10/1/2023,1425
100007426,4,3/4/2023,843
100007427,5,10/23/2023,149
100007428,2,2/3/2023,910
100007429,1,5/16/2023,726
100007430,1,3/6/2023,1038
100007431,5,9/9/2023,1076
100007432,4,8/27/2023,774
100007433,3,7/1/2023,1728
100007434,2,12/31/2023,524
100007435,1,4/18/2023,708
100007436,5,8/23/2023,996
100007437,5,10/22/2023,592
100007438,5,10/29/2023,1010
100007439,3,3/3/2023,1524
100007440,4,8/7/2023,363
100007441,1,12/30/2023,844
100007442,4,1/6/2023,459
100007443,2,3/8/2023,688
100007444,3,10/28/2023,364
100007445,2,8/19/2023,441
100007446,5,10/20/2023,1092
100007447,1,11/10/2023,2032
100007448,5,9/22/2023,699
100007449,2,8/7/2023,640
100007450,2,4/9/2023,143
100007451,3,6/17/2023,544
100007452,3,12/4/2023,596
100007453,4,5/14/2023,1600
100007454,2,1/23/2023,816
100007455,2,3/27/2023,248
100007456,2,7/7/2023,404
100007457,3,5/16/2023,1293
100007458,3,10/13/2023,163
100007459,4,7/10/2023,662
100007460,5,3/13/2023,1446
100007461,5,4/17/2023,1034
100007462,4,10/15/2023,1000
100007463,3,7/1/2023,337
100007464,3,3/13/2023,468
100007465,2,9/10/2023,660
100007466,1,9/29/2023,498
100007467,2,10/22/2023,770
100007468,3,12/16/2023,624
100007469,5,5/14/2023,465
100007470,4,7/13/2023,210
100007471,4,11/13/2023,1028
100007472,4,7/5/2023,272
100007473,2,10/7/2023,340
100007474,2,6/29/2023,383
100007475,2,6/16/2023,363
100007476,4,9/14/2023,121
100007477,2,5/6/2023,2060
100007478,1,12/18/2023,1365
100007479,1,4/18/2023,621
100007480,5,1/9/2023,298
100007481,2,8/10/2023,540
100007482,1,12/2/2023,756
100007483,3,10/29/2023,2108
100007484,1,12/15/2023,1092
100007485,1,1/19/2023,430
100007486,2,3/8/2023,416
100007487,5,9/19/2023,962
100007488,5,11/7/2023,284
100007489,2,10/18/2023,699
100007490,3,9/24/2023,214
100007491,1,5/20/2023,596
100007492,1,12/18/2023,1136
100007493,5,10/22/2023,1209
100007494,2,10/1/2023,504
100007495,3,11/19/2023,2020
100007496,3,12/18/2023,472
100007497,3,1/14/2023,1026
100007498,5,7/28/2023,137
100007499,3,10/12/2023,1900
100007500,1,3/25/2023,374
100007501,2,6/28/2023,1161
100007502,1,6/12/2023,314
100007503,1,4/23/2023,302
100007504,5,8/26/2023,1660
100007505,2,3/16/2023,746
100007506,5,11/16/2023,497
100007507,3,5/24/2023,423
100007508,5,11/4/2023,1056
100007509,4,10/4/2023,956
100007510,5,5/16/2023,474
100007511,4,1/14/2023,747
100007512,3,3/11/2023,421
100007513,3,3/22/2023,1042
100007514,2,5/7/2023,666
100007515,2,10/17/2023,1030
100007516,1,10/27/2023,1299
100007517,5,4/16/2023,1820
100007518,1,4/25/2023,1984
100007519,4,8/18/2023,756
100007520,1,8/13/2023,460
100007521,4,6/3/2023,616
100007522,4,9/17/2023,459
100007523,5,7/10/2023,382
100007524,5,4/26/2023,1281
100007525,2,12/9/2023,1228
100007526,5,12/30/2023,572
100007527,3,5/18/2023,1533
100007528,4,6/25/2023,1860
100007529,5,2/5/2023,1080
100007530,1,5/18/2023,291
100007531,3,8/5/2023,732
100007532,1,9/20/2023,820
100007533,4,4/18/2023,396
100007534,2,7/26/2023,528
100007535,5,12/27/2023,234
100007536,1,8/22/2023,483
100007537,3,4/7/2023,348
100007538,4,4/29/2023,382
100007539,2,10/26/2023,300
100007540,2,8/16/2023,336
100007541,2,10/22/2023,966
100007542,5,2/11/2023,1584
100007543,5,5/8/2023,1068
100007544,2,7/12/2023,1455
100007545,4,3/10/2023,1074
100007546,4,9/22/2023,1170
100007547,3,8/18/2023,621
100007548,3,12/3/2023,1924
100007549,3,3/10/2023,222
100007550,3,5/2/2023,549
100007551,2,10/7/2023,576
100007552,4,5/28/2023,509
100007553,2,6/9/2023,498
100007554,1,1/17/2023,716
100007555,4,1/31/2023,1572
100007556,3,7/26/2023,481
100007557,5,10/15/2023,1251
100007558,1,7/1/2023,252
100007559,5,12/13/2023,214
100007560,3,12/16/2023,193
100007561,4,10/30/2023,597
100007562,2,4/14/2023,129
100007563,5,9/12/2023,1443
100007564,5,4/18/2023,1312
100007565,3,9/25/2023,756
100007566,4,12/19/2023,933
100007567,4,8/26/2023,970
100007568,5,4/14/2023,446
100007569,2,10/25/2023,1836
100007570,1,2/4/2023,876
100007571,3,7/1/2023,2076
100007572,3,3/21/2023,1928
100007573,1,7/5/2023,886
100007574,5,5/1/2023,1796
100007575,4,1/15/2023,558
100007576,1,3/14/2023,259
100007577,3,9/5/2023,2128
100007578,4,2/20/2023,315
100007579,1,7/29/2023,896
100007580,3,1/24/2023,236
100007581,4,6/18/2023,780
100007582,2,4/11/2023,879
100007583,3,12/19/2023,1071
100007584,4,12/19/2023,818
100007585,1,7/14/2023,480
100007586,4,4/4/2023,472
100007587,1,5/4/2023,482
100007588,2,9/2/2023,417
100007589,3,12/19/2023,414
100007590,2,9/1/2023,486
100007591,5,11/25/2023,189
100007592,4,6/25/2023,344
100007593,1,1/4/2023,1143
100007594,5,1/21/2023,407
100007595,3,4/7/2023,308
100007596,4,2/19/2023,1341
100007597,4,9/21/2023,800
100007598,3,7/5/2023,849
100007599,2,5/20/2023,1956
100007600,1,5/20/2023,312
100007601,3,11/4/2023,1688
100007602,2,8/9/2023,1596
100007603,2,1/5/2023,522
100007604,3,8/14/2023,810
100007605,2,12/14/2023,1000
100007606,2,11/28/2023,1340
100007607,3,7/16/2023,172
100007608,4,8/28/2023,1160
100007609,4,8/24/2023,1368
100007610,5,11/3/2023,384
100007611,5,11/29/2023,299
100007612,4,5/2/2023,1192
100007613,4,11/10/2023,747
100007614,5,5/24/2023,628
100007615,5,4/15/2023,330
100007616,4,1/4/2024,1218
100007617,1,2/25/2023,264
100007618,3,12/8/2023,408
100007619,1,5/6/2023,348
100007620,3,6/17/2023,1593
100007621,2,3/25/2023,2128
100007622,2,10/29/2023,1412
100007623,5,2/5/2023,928
100007624,4,11/25/2023,790
100007625,3,3/12/2023,522
100007626,2,5/6/2023,1524
100007627,4,10/23/2023,1491
100007628,2,6/27/2023,262
100007629,2,4/9/2023,969
100007630,1,5/10/2023,648
100007631,2,5/2/2023,2156
100007632,5,2/27/2023,1696
100007633,5,11/6/2023,498
100007634,4,5/5/2023,420
100007635,1,11/5/2023,762
100007636,3,8/20/2023,267
100007637,1,11/16/2023,1560
100007638,5,7/18/2023,138
100007639,1,12/19/2023,690
100007640,3,5/12/2023,744
100007641,3,2/2/2023,492
100007642,5,1/22/2023,600
100007643,4,5/14/2023,494
100007644,5,7/9/2023,734
100007645,2,9/28/2023,225
100007646,5,4/15/2023,383
100007647,3,4/26/2023,244
100007648,5,6/28/2023,372
100007649,4,3/24/2023,494
100007650,5,3/5/2023,1095
100007651,3,1/31/2023,456
100007652,2,7/18/2023,1656
100007653,2,5/13/2023,472
100007654,5,1/10/2023,1521
100007655,1,3/26/2023,116
100007656,2,1/27/2023,600
100007657,5,6/1/2023,1516
100007658,5,2/23/2023,460
100007659,4,4/13/2023,1146
100007660,3,10/1/2023,1323
100007661,2,12/14/2023,573
100007662,5,8/30/2023,541
100007663,1,7/4/2023,788
100007664,4,4/30/2023,572
100007665,4,12/19/2023,316
100007666,3,5/4/2023,233
100007667,5,3/27/2023,1503
100007668,4,11/30/2023,678
100007669,2,8/11/2023,2072
100007670,5,8/10/2023,292
100007671,4,7/13/2023,416
100007672,4,3/3/2023,690
100007673,1,4/25/2023,152
100007674,3,2/20/2023,1420
100007675,3,12/26/2023,358
100007676,3,5/10/2023,900
100007677,1,6/14/2023,1128
100007678,3,12/29/2023,524
100007679,2,2/10/2023,1022
100007680,2,12/28/2023,374
100007681,2,1/1/2024,842
100007682,2,2/5/2023,804
100007683,1,7/4/2023,1596
100007684,5,6/11/2023,900
100007685,3,6/9/2023,1080
100007686,4,5/24/2023,1506
100007687,2,7/22/2023,312
100007688,3,9/4/2023,669
100007689,1,2/25/2023,1518
100007690,5,11/20/2023,1016
100007691,3,11/15/2023,244
100007692,5,8/3/2023,642
100007693,5,8/29/2023,1536
100007694,3,2/17/2023,1560
100007695,2,11/12/2023,1556
100007696,4,5/28/2023,287
100007697,4,10/16/2023,648
100007698,1,3/29/2023,760
100007699,3,5/22/2023,292
100007700,4,12/8/2023,1521
100007701,3,7/19/2023,1554
100007702,5,7/20/2023,222
100007703,4,4/22/2023,808
100007704,1,4/15/2023,870
100007705,1,5/3/2023,236
100007706,5,12/19/2023,792
100007707,5,9/26/2023,864
100007708,1,8/19/2023,1599
100007709,5,9/20/2023,1242
100007710,4,9/3/2023,885
100007711,5,12/5/2023,990
100007712,5,8/28/2023,1032
100007713,5,12/31/2023,516
100007714,3,7/3/2023,622
100007715,5,9/9/2023,892
100007716,5,7/30/2023,546
100007717,4,9/16/2023,1016
100007718,2,7/27/2023,346
100007719,1,3/20/2023,324
100007720,4,12/2/2023,495
100007721,3,9/30/2023,578
100007722,5,12/1/2023,424
100007723,1,9/15/2023,252
100007724,1,6/2/2023,1098
100007725,2,9/2/2023,1820
100007726,5,11/17/2023,2000
100007727,1,9/15/2023,872
100007728,5,4/30/2023,1044
100007729,2,10/12/2023,1508
100007730,5,5/2/2023,808
100007731,4,12/17/2023,1540
100007732,5,8/17/2023,290
100007733,5,10/2/2023,854
100007734,3,3/24/2023,432
100007735,3,5/27/2023,1221
100007736,5,1/16/2023,894
100007737,1,8/10/2023,426
100007738,4,3/10/2023,900
100007739,3,3/29/2023,789
100007740,2,4/28/2023,1072
100007741,3,6/16/2023,1066
100007742,1,1/20/2023,1024
100007743,1,5/18/2023,1440
100007744,5,8/31/2023,109
100007745,3,9/29/2023,1428
100007746,1,3/15/2023,660
100007747,1,12/31/2023,250
100007748,1,11/28/2023,185
100007749,5,5/2/2023,468
100007750,1,3/13/2023,832
100007751,5,12/4/2023,338
100007752,3,1/17/2023,564
100007753,5,5/16/2023,1944
100007754,4,7/9/2023,636
100007755,4,2/11/2023,298
100007756,2,8/27/2023,428
100007757,3,6/9/2023,131
100007758,4,2/18/2023,1352
100007759,1,5/18/2023,204
100007760,5,1/17/2023,320
100007761,2,11/9/2023,474
100007762,3,12/11/2023,1650
100007763,1,8/31/2023,872
100007764,4,12/5/2023,963
100007765,5,4/19/2023,1916
100007766,3,1/25/2023,736
100007767,2,2/13/2023,2128
100007768,3,7/1/2023,2000
100007769,2,2/17/2023,265
100007770,1,8/10/2023,336
100007771,3,1/4/2023,532
100007772,5,3/20/2023,1389
100007773,2,8/6/2023,852
100007774,2,4/13/2023,970
100007775,4,2/11/2023,868
100007776,3,1/26/2023,333
100007777,5,1/23/2023,294
100007778,4,12/17/2023,1560
100007779,2,5/14/2023,975
100007780,3,2/11/2023,1554
100007781,3,7/2/2023,2184
100007782,5,2/17/2023,468
100007783,5,3/3/2023,560
100007784,5,1/10/2023,974
100007785,2,12/27/2023,1676
100007786,4,5/20/2023,270
100007787,4,8/10/2023,1144
100007788,1,12/18/2023,117
100007789,4,1/1/2024,192
100007790,4,5/17/2023,337
100007791,3,1/6/2023,370
100007792,4,11/28/2023,954
100007793,5,11/22/2023,484
100007794,2,3/3/2023,399
100007795,1,7/18/2023,712
100007796,1,1/6/2023,1064
100007797,3,12/25/2023,864
100007798,2,4/25/2023,628
100007799,4,4/13/2023,180
100007800,5,1/12/2023,297
100007801,2,1/19/2023,1972
100007802,4,1/11/2023,1500
100007803,1,11/3/2023,106
100007804,1,4/23/2023,436
100007805,5,7/1/2023,666
100007806,2,11/5/2023,462
100007807,1,9/13/2023,602
100007808,4,1/1/2024,476
100007809,3,11/6/2023,370
100007810,3,7/14/2023,140
100007811,3,4/1/2023,668
100007812,4,2/24/2023,474
100007813,5,7/13/2023,1380
100007814,1,5/15/2023,640
100007815,5,4/23/2023,506
100007816,5,5/1/2023,1086
100007817,5,9/2/2023,206
100007818,1,11/20/2023,1500
100007819,1,7/30/2023,1140
100007820,4,11/24/2023,415
100007821,4,6/16/2023,934
100007822,3,7/5/2023,446
100007823,2,12/18/2023,465
100007824,5,10/4/2023,246
100007825,3,9/3/2023,816
100007826,3,8/6/2023,412
100007827,5,9/19/2023,699
100007828,2,1/13/2023,417
100007829,2,7/9/2023,435
100007830,3,9/26/2023,507
100007831,5,12/9/2023,1287
100007832,2,2/18/2023,1028
100007833,3,11/1/2023,1042
100007834,1,5/22/2023,1353
100007835,2,2/26/2023,448
100007836,2,9/20/2023,708
100007837,4,11/4/2023,1491
100007838,3,1/11/2023,262
100007839,3,6/12/2023,509
100007840,1,1/27/2023,564
100007841,2,11/22/2023,424
100007842,1,6/13/2023,444
100007843,1,5/23/2023,1506
100007844,4,3/9/2023,868
100007845,3,1/26/2023,318
100007846,4,5/16/2023,1876
100007847,1,4/6/2023,282
100007848,2,6/19/2023,411
100007849,2,5/11/2023,1064
100007850,3,8/26/2023,1020
100007851,1,3/10/2023,426
100007852,1,5/25/2023,984
100007853,4,2/10/2023,2200
100007854,3,3/4/2023,1016
100007855,5,7/22/2023,789
100007856,1,5/15/2023,231
100007857,3,10/27/2023,1752
100007858,5,8/22/2023,1608
100007859,4,4/21/2023,363
100007860,3,7/19/2023,552
100007861,1,9/30/2023,466
100007862,3,3/7/2023,868
100007863,5,8/25/2023,1242
100007864,4,8/13/2023,1852
100007865,2,1/13/2023,420
100007866,3,10/24/2023,558
100007867,5,11/28/2023,189
100007868,3,11/27/2023,666
100007869,2,2/9/2023,753
100007870,2,3/13/2023,500
100007871,1,11/3/2023,1788
100007872,5,1/6/2023,1272
100007873,3,2/14/2023,426
100007874,4,11/6/2023,1305
100007875,2,5/28/2023,434
100007876,5,5/1/2023,1240
100007877,3,5/8/2023,740
100007878,2,10/17/2023,448
100007879,4,5/16/2023,1364
100007880,3,9/29/2023,401
100007881,5,12/19/2023,187
100007882,3,10/27/2023,624
100007883,1,11/1/2023,546
100007884,1,4/28/2023,1578
100007885,5,1/19/2023,1149
100007886,4,2/28/2023,1170
100007887,4,10/19/2023,1641
100007888,1,10/23/2023,384
100007889,4,3/20/2023,206
100007890,3,2/1/2023,504
100007891,3,3/14/2023,448
100007892,5,8/23/2023,314
100007893,1,7/28/2023,1018
100007894,2,6/7/2023,1356
100007895,4,9/14/2023,1437
100007896,1,4/11/2023,758
100007897,4,8/2/2023,1233
100007898,1,2/21/2023,879
100007899,2,8/4/2023,471
100007900,4,12/30/2023,282
100007901,4,10/1/2023,240
100007902,3,5/31/2023,103
100007903,5,2/19/2023,503
100007904,5,1/24/2023,724
100007905,5,7/9/2023,186
100007906,4,11/2/2023,1864
100007907,2,6/3/2023,1377
100007908,2,9/4/2023,2196
100007909,2,12/7/2023,306
100007910,5,1/21/2023,366
100007911,5,3/1/2023,1548
100007912,5,9/18/2023,1617
100007913,4,6/19/2023,1521
100007914,4,3/3/2023,248
100007915,1,10/19/2023,800
100007916,2,5/7/2023,530
100007917,3,5/19/2023,714
100007918,3,1/9/2023,722
100007919,2,11/23/2023,550
100007920,3,1/11/2023,2152
100007921,1,9/10/2023,342
100007922,2,12/29/2023,1599
100007923,2,8/11/2023,298
100007924,4,3/11/2023,299
100007925,4,7/24/2023,720
100007926,3,8/14/2023,391
100007927,3,2/22/2023,252
100007928,3,8/12/2023,735
100007929,3,12/15/2023,1650
100007930,4,8/3/2023,321
100007931,1,9/23/2023,816
100007932,4,9/30/2023,278
100007933,5,1/22/2023,112
100007934,3,5/13/2023,331
100007935,1,3/23/2023,428
100007936,1,9/7/2023,1288
100007937,3,8/24/2023,240
100007938,1,5/22/2023,940
100007939,1,9/28/2023,474
100007940,1,6/4/2023,1268
100007941,5,5/23/2023,1398
100007942,2,3/24/2023,1353
100007943,5,11/24/2023,512
100007944,1,2/22/2023,610
100007945,2,1/21/2023,948
100007946,5,6/29/2023,171
100007947,3,8/9/2023,407
100007948,3,10/30/2023,1383
100007949,3,4/12/2023,580
100007950,4,9/30/2023,330
100007951,5,1/1/2023,279
100007952,2,4/5/2023,398
100007953,5,8/26/2023,320
100007954,5,1/21/2023,968
100007955,2,11/13/2023,407
100007956,1,6/28/2023,204
100007957,5,2/7/2023,194
100007958,1,11/11/2023,525
100007959,4,12/19/2023,276
100007960,2,4/8/2023,840
100007961,5,1/16/2023,508
100007962,1,3/10/2023,675
100007963,3,8/13/2023,994
100007964,3,1/20/2023,1566
100007965,5,8/18/2023,656
100007966,5,11/14/2023,1600
100007967,4,12/6/2023,387
100007968,3,7/18/2023,312
100007969,1,10/15/2023,411
100007970,1,1/14/2023,206
100007971,1,11/24/2023,532
100007972,3,3/1/2023,924
100007973,4,7/8/2023,798
100007974,3,2/12/2023,1616
100007975,2,7/28/2023,780
100007976,4,10/4/2023,536
100007977,1,3/23/2023,1287
100007978,3,6/27/2023,1864
100007979,3,12/20/2023,904
100007980,1,6/18/2023,318
100007981,1,1/18/2023,754
100007982,4,2/20/2023,924
100007983,2,8/7/2023,414
100007984,5,12/9/2023,1392
100007985,2,6/22/2023,1086
100007986,4,6/28/2023,776
100007987,5,4/3/2023,579
100007988,5,4/17/2023,437
100007989,5,1/22/2023,392
100007990,2,8/12/2023,956
100007991,1,12/8/2023,246
100007992,2,5/5/2023,378
100007993,1,10/12/2023,1732
100007994,2,6/4/2023,780
100007995,2,12/11/2023,220
100007996,5,7/15/2023,196
100007997,3,6/26/2023,918
100007998,5,2/10/2023,654
100007999,1,1/16/2023,147
100008000,4,9/16/2023,1292
100008001,4,10/5/2023,608
100008002,4,10/18/2023,740
100008003,4,6/1/2023,888
100008004,5,1/26/2023,271
100008005,5,9/4/2023,124
100008006,5,12/20/2023,1056
100008007,3,7/14/2023,554
100008008,1,7/22/2023,660
100008009,3,2/7/2023,792
100008010,2,11/7/2023,1992
100008011,3,1/20/2023,1860
100008012,2,4/18/2023,185
100008013,3,2/24/2023,1088
100008014,3,10/25/2023,996
100008015,5,2/12/2023,2020
100008016,5,6/24/2023,356
100008017,3,5/14/2023,1332
100008018,5,7/25/2023,1494
100008019,2,9/30/2023,222
100008020,3,10/29/2023,1768
100008021,3,2/1/2023,1479
100008022,2,10/16/2023,1252
100008023,1,12/11/2023,678
100008024,2,11/26/2023,592
100008025,5,12/20/2023,374
100008026,2,8/13/2023,1656
100008027,4,1/5/2023,1628
100008028,4,10/6/2023,456
100008029,1,6/11/2023,624
100008030,2,5/25/2023,224
100008031,1,11/3/2023,372
100008032,4,4/6/2023,167
100008033,2,4/18/2023,546
100008034,2,9/7/2023,366
100008035,4,9/30/2023,1401
100008036,5,10/30/2023,1572
100008037,5,3/4/2023,1596
100008038,2,5/30/2023,149
100008039,5,7/31/2023,249
100008040,1,11/10/2023,952
100008041,3,8/15/2023,326
100008042,5,4/10/2023,182
100008043,3,5/18/2023,276
100008044,4,1/24/2023,1176
100008045,1,3/5/2023,1620
100008046,4,5/27/2023,466
100008047,5,10/26/2023,1257
100008048,5,11/26/2023,528
100008049,2,5/23/2023,1384
100008050,2,5/3/2023,1676
100008051,1,9/28/2023,1521
100008052,4,8/24/2023,831
100008053,5,1/19/2023,458
100008054,2,10/19/2023,382
100008055,2,11/11/2023,957
100008056,2,11/5/2023,384
100008057,2,8/19/2023,890
100008058,1,8/24/2023,1108
100008059,1,10/15/2023,534
100008060,1,5/25/2023,798
100008061,5,3/22/2023,909
100008062,5,5/28/2023,624
100008063,3,4/23/2023,1389
100008064,4,11/26/2023,1564
100008065,4,7/11/2023,624
100008066,1,6/14/2023,1518
100008067,4,8/26/2023,348
100008068,2,2/1/2023,730
100008069,1,2/15/2023,1016
100008070,3,10/21/2023,2192
100008071,4,4/16/2023,1716
100008072,2,8/21/2023,698
100008073,5,5/5/2023,210
100008074,2,6/15/2023,860
100008075,2,3/14/2023,508
100008076,4,1/31/2023,1580
100008077,3,7/2/2023,622
100008078,2,12/14/2023,1464
100008079,1,8/22/2023,452
100008080,3,5/1/2023,588
100008081,1,1/1/2024,228
100008082,5,9/26/2023,102
100008083,1,6/18/2023,469
100008084,1,11/23/2023,136
100008085,2,3/16/2023,1868
100008086,4,11/24/2023,1176
100008087,1,1/18/2023,698
100008088,4,8/15/2023,1832
100008089,5,10/25/2023,348
100008090,3,8/18/2023,1530
100008091,1,1/31/2023,992
100008092,3,7/7/2023,1086
100008093,2,6/7/2023,1656
100008094,5,2/17/2023,1004
100008095,1,8/25/2023,1524
100008096,4,6/29/2023,1060
100008097,1,7/1/2023,732
100008098,3,7/29/2023,1010
100008099,4,10/6/2023,600
100008100,1,3/12/2023,1736
100008101,4,12/12/2023,798
100008102,2,7/10/2023,402
100008103,5,10/1/2023,519
100008104,1,2/24/2023,270
100008105,1,11/30/2023,806
100008106,3,6/5/2023,369
100008107,4,3/20/2023,992
100008108,4,9/19/2023,1340
100008109,1,5/10/2023,1356
100008110,1,1/6/2023,888
100008111,3,10/20/2023,828
100008112,5,10/25/2023,1008
100008113,4,6/22/2023,448
100008114,1,3/11/2023,2064
100008115,4,1/28/2023,192
100008116,5,2/19/2023,1245
100008117,1,5/10/2023,972
100008118,2,3/25/2023,1350
100008119,1,8/4/2023,466
100008120,3,8/11/2023,604
100008121,1,1/28/2023,838
100008122,5,3/25/2023,368
100008123,2,5/8/2023,1008
100008124,4,11/22/2023,1218
100008125,4,7/4/2023,1042
100008126,3,10/31/2023,1488
100008127,5,6/3/2023,1980
100008128,5,9/23/2023,229
100008129,3,7/23/2023,378
100008130,3,1/6/2023,616
100008131,3,10/29/2023,544
100008132,2,12/26/2023,155
100008133,1,3/2/2023,1348
100008134,4,1/27/2023,326
100008135,3,1/4/2023,507
100008136,4,11/17/2023,396
100008137,5,3/11/2023,1988
100008138,4,3/8/2023,1980
100008139,5,4/17/2023,1260
100008140,5,3/17/2023,1588
100008141,5,8/2/2023,546
100008142,1,7/28/2023,367
100008143,1,1/9/2023,366
100008144,5,10/2/2023,1566
100008145,3,4/7/2023,580
100008146,3,3/14/2023,526
100008147,1,9/6/2023,648
100008148,1,2/4/2023,946
100008149,4,5/21/2023,1395
100008150,2,9/3/2023,630
100008151,5,12/21/2023,830
100008152,1,12/7/2023,245
100008153,4,7/26/2023,1452
100008154,3,10/3/2023,1488
100008155,3,2/23/2023,1494
100008156,5,2/12/2023,522
100008157,1,10/5/2023,500
100008158,5,12/15/2023,1251
100008159,5,3/13/2023,1203
100008160,2,5/12/2023,682
100008161,4,12/10/2023,520
100008162,5,3/6/2023,1203
100008163,4,11/10/2023,330
100008164,3,1/13/2023,650
100008165,4,5/10/2023,598
100008166,2,10/27/2023,1062
100008167,1,12/24/2023,396
100008168,4,10/30/2023,993
100008169,1,10/19/2023,1816
100008170,3,8/27/2023,523
100008171,1,9/2/2023,903
100008172,3,12/6/2023,1572
100008173,5,2/26/2023,843
100008174,5,9/20/2023,1768
100008175,3,2/9/2023,402
100008176,5,5/30/2023,609
100008177,5,1/10/2023,972
100008178,5,12/22/2023,386
100008179,1,3/8/2023,1060
100008180,2,2/21/2023,552
100008181,2,12/11/2023,262
100008182,5,4/14/2023,776
100008183,5,3/27/2023,251
100008184,5,12/15/2023,1748
100008185,5,4/22/2023,396
100008186,2,3/24/2023,519
100008187,1,11/10/2023,1569
100008188,1,11/6/2023,298
100008189,5,7/30/2023,858
100008190,4,1/1/2023,956
100008191,3,11/6/2023,988
100008192,4,2/3/2023,504
100008193,1,7/18/2023,1092
100008194,1,4/21/2023,179
100008195,5,1/13/2023,880
100008196,5,8/15/2023,752
100008197,5,2/10/2023,453
100008198,1,1/24/2023,1092
100008199,1,12/6/2023,1304
100008200,4,11/14/2023,418
100008201,3,7/22/2023,788
100008202,3,2/13/2023,166
100008203,5,3/9/2023,376
100008204,2,10/5/2023,396
100008205,1,10/11/2023,986
100008206,3,10/7/2023,548
100008207,3,7/17/2023,664
100008208,5,7/15/2023,736
100008209,4,7/5/2023,1020
100008210,4,10/21/2023,660
100008211,1,9/21/2023,408
100008212,2,12/6/2023,1029
100008213,4,1/12/2023,348
100008214,3,11/25/2023,1220
100008215,3,5/10/2023,1086
100008216,1,1/22/2023,612
100008217,5,4/22/2023,1492
100008218,5,2/14/2023,383
100008219,1,5/28/2023,280
100008220,5,5/9/2023,1204
100008221,1,11/7/2023,1488
100008222,3,7/19/2023,528
100008223,4,1/25/2023,1062
100008224,4,7/11/2023,738
100008225,5,7/19/2023,730
100008226,5,5/25/2023,1404
100008227,1,6/25/2023,312
100008228,1,10/21/2023,295
100008229,5,1/12/2023,1078
100008230,1,9/10/2023,358
100008231,5,9/17/2023,1128
100008232,2,11/22/2023,304
100008233,2,11/21/2023,137
100008234,2,6/18/2023,288
100008235,4,9/13/2023,1140
100008236,4,10/13/2023,818
100008237,4,12/11/2023,290
100008238,5,1/10/2023,984
